hx    ht    E_ftbs    E_lax_friedrich    E_lax_wendroff
0.00625    0.005    0.0367088536301    0.0589560664914    0.00998624713056
0.003125    0.0025    0.0220786188469    0.0395377873303    0.0026069522397
0.0015625    0.00125    0.012347504354    0.0241668848444    0.000655507131728
0.00078125    0.000625    0.00657355413518    0.0136732558871    0.000163958191374
0.000390625    0.0003125    0.00339846371323    0.00733221475091    4.09846031859e-05
0.0001953125    0.00015625    0.00172884737514    0.00380621895101    1.02448868309e-05
9.765625e-05    7.8125e-05    0.00087205688251    0.00194051091148    2.56103294843e-06
4.8828125e-05    3.90625e-05    0.000437966703828    0.000979929692007    6.40233034471e-07
2.44140625e-05    1.953125e-05    0.000219471757696    0.000492425908318    1.60055018596e-07
