   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0101010e-02   1.3363613e-15   4.8256785e-06   3.5140808e-04   2.2869738e-03
   2.0202020e-02   3.2076939e-15   1.0164268e-05   7.2101987e-04   4.6324349e-03
   3.0303030e-02   5.8281571e-15   1.6070284e-05   1.1097783e-03   7.0378790e-03
   4.0404040e-02   9.4976426e-15   2.2604038e-05   1.5186754e-03   9.5048400e-03
   5.0505051e-02   1.4636094e-14   2.9832250e-05   1.9487541e-03   1.2034891e-02
   6.0606061e-02   2.1831568e-14   3.7828734e-05   2.4011119e-03   1.4629646e-02
   7.0707071e-02   3.1907529e-14   4.6675145e-05   2.8769028e-03   1.7290760e-02
   8.0808081e-02   4.6017092e-14   5.6461823e-05   3.3773407e-03   2.0019929e-02
   9.0909091e-02   6.5774987e-14   6.7288706e-05   3.9037024e-03   2.2818894e-02
   1.0101010e-01   9.3442349e-14   7.9266354e-05   4.4573308e-03   2.5689440e-02
   1.1111111e-01   1.3218549e-13   9.2517080e-05   5.0396383e-03   2.8633397e-02
   1.2121212e-01   1.8643827e-13   1.0717620e-04   5.6521106e-03   3.1652643e-02
   1.3131313e-01   2.6240948e-13   1.2339340e-04   6.2963103e-03   3.4749104e-02
   1.4141414e-01   3.6879344e-13   1.4133429e-04   6.9738809e-03   3.7924754e-02
   1.5151515e-01   5.1776497e-13   1.6118208e-04   7.6865512e-03   4.1181618e-02
   1.6161616e-01   7.2637268e-13   1.8313945e-04   8.4361394e-03   4.4521774e-02
   1.7171717e-01   1.0184901e-12   2.0743063e-04   9.2245578e-03   4.7947351e-02
   1.8181818e-01   1.4275478e-12   2.3430365e-04   1.0053818e-02   5.1460533e-02
   1.9191919e-01   2.0003592e-12   2.6403295e-04   1.0926036e-02   5.5063563e-02
   2.0202020e-01   2.8024781e-12   2.9692212e-04   1.1843436e-02   5.8758736e-02
   2.1212121e-01   3.9257007e-12   3.3330700e-04   1.2808360e-02   6.2548410e-02
   2.2222222e-01   5.4985711e-12   3.7355915e-04   1.3823269e-02   6.6435001e-02
   2.3232323e-01   7.7010921e-12   4.1808962e-04   1.4890753e-02   7.0420988e-02
   2.4242424e-01   1.0785325e-11   4.6735313e-04   1.6013534e-02   7.4508914e-02
   2.5252525e-01   1.5104236e-11   5.2185275e-04   1.7194478e-02   7.8701384e-02
   2.6262626e-01   2.1152090e-11   5.8214502e-04   1.8436598e-02   8.3001072e-02
   2.7272727e-01   2.9621018e-11   6.4884562e-04   1.9743062e-02   8.7410722e-02
   2.8282828e-01   4.1480222e-11   7.2263568e-04   2.1117203e-02   9.1933143e-02
   2.9292929e-01   5.8086895e-11   8.0426873e-04   2.2562528e-02   9.6571222e-02
   3.0303030e-01   8.1341541e-11   8.9457838e-04   2.4082724e-02   1.0132792e-01
   3.1313131e-01   1.1390547e-10   9.9448684e-04   2.5681670e-02   1.0620626e-01
   3.2323232e-01   1.5950538e-10   1.1050143e-03   2.7363444e-02   1.1120936e-01
   3.3333333e-01   2.2335981e-10   1.2272896e-03   2.9132339e-02   1.1634041e-01
   3.4343434e-01   3.1277640e-10   1.3625612e-03   3.0992865e-02   1.2160268e-01
   3.5353535e-01   4.3798819e-10   1.5122105e-03   3.2949771e-02   1.2699953e-01
   3.6363636e-01   6.1332468e-10   1.6777658e-03   3.5008049e-02   1.3253440e-01
   3.7373737e-01   8.5885178e-10   1.8609175e-03   3.7172950e-02   1.3821081e-01
   3.8383838e-01   1.2026681e-09   2.0635360e-03   3.9449998e-02   1.4403240e-01
   3.9393939e-01   1.6841208e-09   2.2876905e-03   4.1845002e-02   1.5000287e-01
   4.0404040e-01   2.3583083e-09   2.5356698e-03   4.4364072e-02   1.5612603e-01
   4.1414141e-01   3.3023862e-09   2.8100062e-03   4.7013635e-02   1.6240578e-01
   4.2424242e-01   4.6243967e-09   3.1135013e-03   4.9800452e-02   1.6884613e-01
   4.3434343e-01   6.4756337e-09   3.4492543e-03   5.2731632e-02   1.7545119e-01
   4.4444444e-01   9.0679566e-09   3.8206937e-03   5.5814653e-02   1.8222516e-01
   4.5454545e-01   1.2698037e-08   4.2316125e-03   5.9057382e-02   1.8917238e-01
   4.6464646e-01   1.7781308e-08   4.6862071e-03   6.2468091e-02   1.9629726e-01
   4.7474747e-01   2.4899512e-08   5.1891195e-03   6.6055482e-02   2.0360435e-01
   4.8484848e-01   3.4867270e-08   5.7454853e-03   6.9828707e-02   2.1109832e-01
   4.9494949e-01   4.8825315e-08   6.3609861e-03   7.3797395e-02   2.1878393e-01
   5.0505051e-01   6.8371036e-08   7.0419071e-03   7.7971668e-02   2.2666610e-01
   5.1515152e-01   9.5741288e-08   7.7952017e-03   8.2362178e-02   2.3474985e-01
   5.2525253e-01   1.3406838e-07   8.6285623e-03   8.6980126e-02   2.4304034e-01
   5.3535354e-01   1.8773856e-07   9.5504991e-03   9.1837294e-02   2.5154284e-01
   5.4545455e-01   2.6289394e-07   1.0570426e-02   9.6946074e-02   2.6026279e-01
   5.5555556e-01   3.6813548e-07   1.1698760e-02   1.0231950e-01   2.6920574e-01
   5.6565657e-01   5.1550724e-07   1.2947021e-02   1.0797128e-01   2.7837740e-01
   5.7575758e-01   7.2187478e-07   1.4327957e-02   1.1391584e-01   2.8778362e-01
   5.8585859e-01   1.0108552e-06   1.5855670e-02   1.2016833e-01   2.9743039e-01
